Ticker,Date,Sentiment_Weighted,Sentiment_MA,Tweets,Tweets_MA,Adj Close,Percent_Change,Percent_Change_Bin
aal,2016-03-11,0.36363636363636365,0.36363636363636365,33,33.0,40.69700622558594,0.2825614455147951,1
aal,2016-03-14,1.105263157894737,0.45730994152046794,19,25.0,40.8120002746582,-1.1270424478070584,0
aal,2016-03-15,0.4666666666666667,0.5239766081871345,45,25.0,40.35203170776367,0.47495552816338993,1
aal,2016-03-16,0.2823529411764706,0.6180942552459581,85,49.666666666666664,40.54368591308594,-0.49633600306503434,0
aal,2016-03-17,0.12195121951219512,0.2903236091184441,41,57.0,40.34245300292969,3.1829037064045496,2
aal,2016-03-18,0.4098360655737705,0.27138007542081205,61,62.333333333333336,41.62651443481445,0.06906985531069942,1
aal,2016-03-28,0.9,0.6259259259259259,30,26.0,39.2021369934082,1.075510832614457,1
aal,2016-03-29,0.3333333333333333,0.6148148148148148,87,45.0,39.62376022338867,0.0725609410336725,1
aal,2016-03-30,0.8,0.6777777777777777,65,60.666666666666664,39.65251159667969,-0.8941699725282248,0
aal,2016-03-31,0.7073170731707317,0.6135501355013551,41,64.33333333333333,39.297950744628906,-3.633246946481372,0
aal,2016-04-01,0.4166666666666667,0.6413279132791329,48,51.333333333333336,37.87015914916992,-0.37957438149934797,0
aal,2016-04-04,0.8648648648648649,0.7657076431269979,37,71.33333333333333,37.72641372680664,-1.1175607722457737,0
aal,2016-04-05,0.452991452991453,0.7833714607908157,117,72.0,37.3047981262207,-0.07706128980107252,0
aal,2016-04-06,0.35526315789473684,0.5577064919170183,76,76.66666666666667,37.27605056762695,-1.3882036613307447,0
aal,2016-04-07,0.3181818181818182,0.375478809689336,66,86.33333333333333,36.758583068847656,0.3649838803110317,1
aal,2016-04-08,0.3064516129032258,0.3266321963265936,62,68.0,36.89274597167969,0.5974018561479166,1
aal,2016-04-11,0.19444444444444445,0.4562289562289563,36,30.666666666666668,37.11314392089844,1.1876877636193939,1
aal,2016-04-12,0.40562248995983935,0.39446675591253905,249,99.0,37.553932189941406,1.9137617224901815,1
aal,2016-04-13,0.25316455696202533,0.28441049712210303,237,174.0,38.27262496948242,3.0795961183457843,2
aal,2016-04-14,0.46296296296296297,0.3739166699616092,162,216.0,39.45126724243164,-0.6314885843653917,0
aal,2016-04-15,0.28169014084507044,0.3326058869233529,142,180.33333333333334,39.2021369934082,0.024395216124384334,1
aal,2016-04-18,0.6071428571428571,0.4900214018191546,28,50.666666666666664,39.211700439453125,1.0264310769257046,1
aal,2016-04-19,0.7394366197183099,0.5155264922870556,142,68.33333333333333,39.61418151855469,-0.19351695102950428,0
aal,2016-04-20,0.5227272727272727,0.6231022498628133,44,71.33333333333333,39.53752136230469,-3.029594026701077,0
aal,2016-04-21,0.7432432432432432,0.6684690452296086,74,86.66666666666667,38.33969497680664,-4.4988513530791145,0
aal,2016-04-22,0.41044776119402987,0.5588060923881819,134,84.0,36.61484909057617,-3.1666962376813657,0
aal,2016-04-25,0.02702702702702703,0.39727191980713106,37,141.33333333333334,35.45536804199219,-0.21624821451857734,0
aal,2016-04-26,0.6043956043956044,0.37714087714087713,91,53.333333333333336,35.37869644165039,-0.5687860653398213,0
aal,2016-04-27,0.7280701754385965,0.4531642689537427,114,80.66666666666667,35.177467346191406,-2.0157973237072024,0
